Date,^FTSE,EXPN.L,RR.L,STJ.L,BATS.L,SKY.L,CNA.L,CPG.L,CCL.L,VOD.L,PRU.L,DLG.L,CCH.L,SSE.L,RDSA.L,PSN.L,RB.L,TSCO.L,BA.L,PPB.L,PFG.L,GKN.L,SDR.L,SHP.L,EZJ.L,ANTO.L,AHT.L,HSBA.L,BARC.L,AV.L,ITRK.L,INTU.L,WPP.L,ITV.L,DCC.L,ABF.L
2014-12-15,6182.700195,1005.00,809.50,757.00,3335.50,863.00,262.10,1039.00,2717.00,213.20,1427.00,279.10,1232.00,1587.00,1943.00,1493.00,4865.50,164.80,435.00,6190.00,2298.00,323.10,2505.00,4444.00,1594.00,686.00,1115.00,592.20,225.20,463.90,2149.00,322.40,1279.00,201.50,3362.00,3026.00
2014-12-16,6331.799805,1043.00,832.00,771.00,3417.50,875.00,270.00,1053.00,2770.00,219.45,1465.50,282.40,1221.00,1624.00,2036.50,1527.00,4926.10,167.45,449.80,6165.00,2364.00,332.00,2586.00,4490.00,1631.00,700.00,1139.00,603.50,230.15,470.10,2270.00,329.20,1313.00,205.40,3459.00,3060.00
2014-12-17,6336.50,1047.00,833.50,771.50,3365.00,890.00,266.50,1058.00,2801.00,219.65,1457.00,280.10,1242.00,1615.00,2094.50,1510.00,4955.43,168.15,450.10,6325.00,2351.00,329.30,2573.00,4522.00,1604.00,716.50,1126.00,592.90,228.10,467.90,2254.00,326.20,1280.00,205.30,3468.00,3042.00
2014-12-18,6466.00,1082.00,857.00,795.50,3450.00,900.00,271.90,1087.00,2813.00,225.60,1495.00,287.40,1222.00,1648.00,2105.00,1535.00,5106.92,175.80,462.00,6623.00,2425.00,341.10,2658.00,4682.00,1644.00,722.00,1151.00,596.80,234.70,480.60,2333.00,331.30,1302.00,210.30,3500.00,3133.00
2014-12-19,6545.299805,1088.00,870.50,800.50,3500.50,889.00,272.70,1086.00,2810.00,225.00,1512.50,288.801,1234.00,1624.00,2170.00,1577.00,5160.68,185.40,462.70,6400.00,2464.00,343.50,2691.00,4629.00,1652.00,744.50,1159.00,607.50,237.70,495.00,2355.00,335.50,1328.00,209.90,3494.00,3194.00
2014-12-22,6576.700195,1094.00,873.50,809.50,3532.00,896.00,277.30,1107.00,2823.00,225.20,1526.50,291.70,1245.00,1619.00,2177.00,1593.00,5190.00,181.00,471.30,6491.00,2481.00,346.00,2713.00,4664.00,1658.00,738.50,1175.00,612.00,240.35,492.30,2349.00,338.40,1342.00,212.50,3537.00,3217.00
2014-12-23,6598.200195,1103.00,874.50,815.00,3523.00,902.50,282.50,1111.00,2843.00,224.70,1526.50,290.40,1256.00,1627.00,2193.50,1572.00,5200.00,184.60,473.30,6507.00,2468.00,348.80,2714.00,4533.00,1669.00,745.50,1169.00,612.60,243.05,493.10,2388.00,338.50,1361.00,214.10,3547.00,3210.00
2014-12-24,6609.899902,1095.00,875.00,810.50,3531.50,899.00,284.70,1116.00,2859.00,225.00,1515.50,292.00,1246.00,1629.00,2203.50,1567.00,5225.00,186.00,474.10,6544.00,2465.00,348.10,2690.00,4470.00,1678.00,745.50,1168.00,614.20,243.15,494.80,2382.00,336.10,1359.00,216.20,3549.00,3227.00
2014-12-25,6609.899902,1095.00,875.00,810.50,3531.50,899.00,284.70,1116.00,2859.00,225.00,1515.50,292.00,1246.00,1629.00,2203.50,1567.00,5225.00,186.00,474.10,6544.00,2465.00,348.10,2690.00,4470.00,1678.00,745.50,1168.00,614.20,243.15,494.80,2382.00,336.10,1359.00,216.20,3549.00,3227.00
2014-12-26,6609.899902,1095.00,875.00,810.50,3531.50,899.00,284.70,1116.00,2859.00,225.00,1515.50,292.00,1246.00,1629.00,2203.50,1567.00,5225.00,186.00,474.10,6544.00,2465.00,348.10,2690.00,4470.00,1678.00,745.50,1168.00,614.20,243.15,494.80,2382.00,336.10,1359.00,216.20,3549.00,3227.00
2014-12-29,6633.50,1103.00,878.50,815.00,3554.00,906.50,286.20,1118.00,2930.00,224.80,1523.00,291.80,1236.00,1632.00,2208.50,1577.00,5215.00,188.45,475.60,6722.00,2469.00,350.70,2715.00,4540.00,1642.00,755.00,1176.00,619.90,242.45,492.80,2375.00,341.30,1365.00,216.10,3542.00,3211.00
2014-12-30,6547.00,1088.00,859.50,807.50,3490.00,898.00,278.50,1103.00,2912.00,221.05,1492.00,291.20,1214.00,1627.00,2160.00,1561.00,5185.00,186.90,469.80,6745.00,2435.00,346.00,2664.00,4500.00,1664.00,755.00,1156.00,609.20,241.40,485.60,2341.00,334.10,1343.00,214.70,3504.00,3146.00
2014-12-31,6566.100098,1088.00,870.00,814.50,3500.00,899.00,279.00,1101.00,2919.00,222.65,1492.00,291.30,1228.00,1622.00,2153.50,1578.00,5210.00,189.00,472.00,6801.00,2462.00,344.00,2686.00,4533.00,1671.00,752.50,1152.00,608.60,243.50,484.50,2334.00,334.00,1345.00,215.20,3553.00,3153.00
2015-01-01,6566.100098,1088.00,870.00,814.50,3500.00,899.00,279.00,1101.00,2919.00,222.65,1492.00,291.30,1228.00,1622.00,2153.50,1578.00,5210.00,189.00,472.00,6801.00,2462.00,344.00,2686.00,4533.00,1671.00,752.50,1152.00,608.60,243.50,484.50,2334.00,334.00,1345.00,215.20,3553.00,3153.00
2015-01-02,6547.799805,1095.00,864.50,809.00,3452.50,895.50,276.80,1097.00,2930.00,221.90,1491.50,292.40,1188.00,1606.00,2168.00,1565.00,5165.00,188.00,469.20,6650.00,2480.00,343.80,2679.00,4535.00,1683.00,748.00,1165.00,612.00,243.15,484.40,2343.00,332.70,1342.00,213.30,3517.00,3194.00
2015-01-05,6417.200195,1071.00,853.50,788.00,3413.00,868.00,268.20,1076.00,2980.00,216.45,1463.50,292.90,1150.00,1584.00,2080.00,1553.00,5180.00,181.60,462.00,6700.00,2481.00,334.00,2634.00,4487.00,1703.00,722.00,1182.00,603.90,234.70,470.80,2276.00,329.80,1325.00,209.40,3502.00,3096.00
2015-01-06,6366.50,1046.00,854.00,768.00,3421.00,860.00,263.90,1055.00,2964.00,215.35,1436.50,289.70,1144.00,1600.00,2079.50,1528.00,5110.00,178.80,456.70,6368.00,2441.00,332.30,2563.00,4542.00,1682.00,717.50,1109.00,593.70,230.35,464.00,2298.00,328.40,1308.00,207.20,3475.00,3088.00
2015-01-07,6419.799805,1071.00,859.50,767.50,3410.00,869.50,265.20,1060.00,3003.00,216.00,1471.00,293.40,1135.00,1600.00,2098.00,1541.00,5170.00,182.00,462.70,6169.00,2432.00,334.60,2584.00,4605.00,1644.00,719.50,1109.00,601.00,230.60,463.30,2309.00,331.00,1323.00,206.80,3484.00,3054.00
2015-01-08,6570.00,1091.00,882.00,795.50,3512.50,887.00,271.30,1091.00,3048.00,225.75,1504.00,297.10,1156.00,1600.00,2142.50,1539.00,5260.00,209.25,468.90,6241.00,2485.00,341.50,2660.00,4686.00,1616.00,746.00,1131.00,606.20,237.05,483.20,2430.00,339.30,1361.00,209.50,3496.00,3096.00
2015-01-09,6501.100098,1093.00,862.00,783.50,3472.00,884.00,268.80,1081.00,3016.00,224.90,1478.00,299.20,1128.00,1595.00,2106.50,1459.00,5245.00,204.10,467.70,6315.00,2515.00,337.80,2633.00,4741.00,1630.00,750.00,1139.00,602.00,231.00,490.40,2459.00,334.30,1358.00,213.50,3482.00,3078.00
2015-01-12,6501.399902,1090.00,868.50,788.00,3522.00,890.00,261.00,1109.00,3063.00,226.80,1478.50,302.10,1125.00,1503.00,2078.50,1468.00,5330.00,204.55,470.20,6146.00,2499.00,348.50,2621.00,4701.00,1631.00,727.50,1117.00,602.70,231.40,484.10,2393.00,335.80,1380.00,212.50,3470.00,3107.00
2015-01-13,6542.200195,1087.00,862.50,804.00,3584.50,901.00,271.80,1117.00,3053.00,229.00,1491.50,308.10,1138.00,1524.00,2077.00,1487.00,5340.00,212.00,475.10,6354.00,2527.00,356.80,2680.00,4568.00,1656.00,709.00,1084.00,604.20,233.00,490.80,2363.00,342.00,1401.00,219.90,3475.00,3132.00
2015-01-14,6388.50,1065.00,852.50,780.50,3514.50,898.50,261.10,1105.00,3001.00,225.25,1463.50,302.60,1069.00,1488.00,2008.00,1468.00,5255.00,214.00,468.60,6466.00,2524.00,348.00,2603.00,4500.00,1619.00,675.00,1033.00,590.10,223.55,491.40,2244.00,333.50,1376.00,219.00,3436.00,3035.00
2015-01-15,6498.799805,1121.00,853.00,800.50,3589.50,919.50,265.20,1091.00,3007.00,227.90,1515.50,305.60,1081.00,1480.00,2066.00,1456.00,5390.00,219.25,479.60,6424.00,2470.00,355.60,2636.00,4663.00,1645.00,670.00,1030.00,596.90,227.95,507.00,2288.00,343.40,1383.00,219.50,3408.00,3147.00
2015-01-16,6550.299805,1145.00,861.00,789.50,3584.00,920.50,264.90,1093.00,2990.00,227.80,1499.50,305.50,1077.00,1497.00,2102.50,1449.00,5375.00,219.05,483.80,6589.00,2423.00,355.90,2633.00,4699.00,1600.00,691.00,1045.00,594.00,224.35,506.50,2351.00,345.00,1385.00,219.60,3423.00,3093.00
2015-01-19,6585.50,1155.00,869.50,803.00,3598.00,928.00,264.80,1108.00,3020.00,229.45,1510.50,309.80,1122.00,1489.00,2121.00,1487.00,5370.00,221.40,488.70,6635.00,2479.00,365.50,2655.00,4760.00,1612.00,693.50,1041.00,596.30,230.00,511.00,2392.00,344.80,1400.00,224.80,3454.00,3113.00
2015-01-20,6620.100098,1169.00,882.50,817.50,3611.50,926.00,266.40,1119.00,3016.00,230.00,1539.00,307.00,1057.00,1505.00,2117.00,1468.00,5365.00,224.90,492.10,6625.00,2493.00,367.50,2678.00,4753.00,1654.00,704.50,1065.00,595.70,235.25,517.00,2385.00,349.50,1420.00,224.50,3479.00,3050.00
2015-01-21,6728.00,1162.00,892.00,827.00,3690.50,926.50,269.40,1125.00,3055.00,238.15,1577.50,307.30,1081.00,1504.00,2163.50,1506.00,5425.00,229.00,502.00,6730.00,2520.00,373.40,2719.00,4798.00,1647.00,712.50,1075.00,605.60,237.90,529.00,2297.00,357.50,1434.00,227.60,3500.00,2998.00
2015-01-22,6796.600098,1163.00,899.00,844.50,3734.50,936.50,271.20,1130.00,3088.00,238.70,1594.00,307.20,1094.00,1490.00,2176.50,1520.00,5400.00,235.85,518.00,6930.00,2583.00,378.60,2832.00,4714.00,1710.00,719.00,1088.00,620.30,243.40,538.50,2356.00,363.00,1479.00,230.70,3590.00,2985.00
2015-01-23,6832.799805,1162.00,902.00,861.50,3791.00,940.00,270.00,1132.00,3126.00,239.90,1627.50,311.30,1112.00,1492.00,2185.00,1527.00,5560.00,235.30,519.00,6945.00,2607.00,375.30,2855.00,4816.00,1735.00,684.50,1093.00,624.80,243.15,536.50,2328.00,367.50,1479.00,229.60,3625.00,3080.00
2015-01-26,6852.399902,1181.00,903.00,862.00,3779.50,938.00,271.40,1138.00,3110.00,238.65,1620.50,313.20,1076.00,1516.00,2211.50,1562.00,5500.00,230.00,512.00,7038.00,2655.00,377.90,2919.00,4868.00,1756.00,697.00,1118.00,627.10,240.75,540.50,2331.00,368.00,1471.00,231.70,3645.00,3112.00
2015-01-27,6811.600098,1165.00,879.00,858.00,3756.00,941.00,282.70,1145.00,3070.00,236.70,1616.50,313.80,1074.00,1545.00,2191.00,1555.00,5515.00,230.25,506.00,6899.00,2630.00,369.00,2872.00,4833.00,1789.00,693.50,1105.00,618.00,239.45,532.00,2268.00,364.30,1460.00,225.90,3620.00,3097.00
2015-01-28,6825.899902,1184.00,882.50,859.00,3778.50,938.00,287.60,1144.00,3068.00,237.25,1640.50,315.201,1072.00,1580.00,2153.50,1581.00,5620.00,227.65,513.00,7000.00,2674.00,369.10,2921.00,4880.00,1767.00,673.50,1121.00,618.20,236.85,531.50,2288.00,368.50,1454.00,223.10,3617.00,3121.00
2015-01-29,6810.600098,1183.00,887.50,868.50,3794.00,934.00,292.60,1158.00,3000.00,237.65,1643.00,316.20,1089.00,1605.00,2060.00,1607.00,5720.00,227.00,516.00,6949.00,2672.00,369.50,2907.00,4898.00,1876.00,655.00,1119.00,618.10,236.55,536.00,2319.00,369.30,1450.00,222.00,3552.00,3160.00
2015-01-30,6749.399902,1173.00,891.50,858.00,3752.00,928.00,293.80,1151.00,2997.00,234.50,1620.00,312.50,1071.00,1609.00,2018.00,1592.00,5630.00,224.75,507.50,6927.00,2637.00,368.60,2898.00,4854.00,1862.00,650.00,1088.00,609.60,234.15,528.00,2293.00,365.00,1466.00,220.00,3528.00,3103.00
2015-02-02,6782.600098,1168.00,884.00,868.50,3767.00,926.00,293.30,1159.00,2921.00,233.85,1610.50,311.50,1072.00,1617.00,2069.00,1572.00,5630.00,228.35,507.00,6891.00,2618.00,371.50,2912.00,4900.00,1742.00,672.00,1063.00,612.40,235.85,529.00,2280.00,369.40,1458.00,221.60,3540.00,3114.00
2015-02-03,6871.799805,1185.00,894.00,895.00,3753.00,943.00,295.70,1145.00,2934.00,236.90,1631.50,316.80,1101.00,1629.00,2180.00,1590.00,5600.00,232.05,520.50,6918.00,2615.00,375.60,2959.00,4900.00,1731.00,706.00,1064.00,617.50,248.45,533.00,2429.00,372.00,1477.00,222.50,3653.00,3079.00
2015-02-04,6860.00,1185.00,899.50,890.00,3735.50,955.50,293.40,1146.00,2921.00,236.50,1627.50,318.30,1100.00,1620.00,2157.00,1609.00,5620.00,229.55,527.50,6733.00,2629.00,375.10,2943.00,4901.00,1778.00,697.50,1079.00,615.60,248.75,528.00,2398.00,372.00,1477.00,230.60,3659.00,3042.00
2015-02-05,6865.899902,1194.00,918.00,877.00,3689.00,960.00,296.00,1145.00,2908.00,230.90,1612.00,316.20,1098.00,1630.00,2169.00,1618.00,5585.00,232.40,516.50,6844.00,2614.00,382.60,2915.00,4954.00,1726.00,711.00,1073.00,613.40,248.80,529.50,2452.00,373.60,1459.00,226.00,3694.00,3014.00
2015-02-06,6853.399902,1190.00,912.00,867.50,3628.00,965.50,296.40,1130.00,2905.00,231.40,1620.00,315.50,1102.00,1628.00,2165.00,1614.00,5575.00,228.70,517.50,6897.50,2608.00,379.70,2967.00,4912.00,1700.00,702.00,1094.00,620.80,255.45,537.00,2456.00,372.40,1449.00,227.70,3745.00,3042.00
2015-02-09,6837.200195,1185.00,902.00,865.00,3605.00,952.00,293.10,1126.00,2882.00,228.80,1601.00,313.001,1079.00,1609.00,2186.50,1587.00,5535.00,233.40,514.50,6885.00,2584.00,371.10,2925.00,4741.00,1675.00,716.50,1088.00,610.60,253.65,532.00,2448.00,366.60,1439.00,226.10,3751.00,3010.00
2015-02-10,6829.100098,1187.00,918.00,880.00,3647.50,954.00,293.30,1142.00,2911.00,230.95,1621.50,317.00,1102.00,1619.00,2152.50,1613.00,5590.00,241.85,522.50,6843.00,2616.00,376.50,2963.00,4744.00,1738.00,693.50,1090.00,597.80,253.20,538.00,2450.00,368.90,1462.00,227.50,3758.00,3009.00
2015-02-11,6818.200195,1190.00,905.00,882.00,3635.50,933.00,290.80,1136.00,2920.00,229.90,1612.00,316.80,1091.00,1604.00,2146.50,1671.00,5775.00,242.40,525.00,6857.00,2604.00,374.60,2925.00,4776.00,1765.00,690.50,1086.00,592.10,251.00,532.00,2448.00,366.70,1451.00,229.90,3697.00,2992.00
2015-02-12,6828.100098,1199.00,905.00,896.50,3626.50,927.50,287.50,1118.00,2963.00,231.30,1619.00,317.00,1159.00,1600.00,2112.50,1683.00,5690.00,243.50,528.00,6850.00,2621.00,376.90,2950.00,4997.00,1742.00,705.50,1100.00,596.40,253.35,540.00,2568.00,368.50,1458.00,231.00,3795.00,2966.00
2015-02-13,6873.50,1198.00,944.50,899.00,3592.00,919.00,287.00,1119.00,2900.00,232.40,1599.50,317.00,1164.00,1568.00,2149.00,1658.00,5660.00,241.60,523.00,6803.00,2691.00,379.00,2946.00,5130.00,1707.00,731.00,1073.00,598.20,256.45,541.00,2595.00,374.00,1447.00,230.50,3818.00,2905.00
2015-02-16,6857.100098,1181.00,936.50,899.50,3594.50,933.50,278.80,1115.00,2872.00,230.00,1600.00,315.70,1192.00,1537.00,2131.50,1670.00,5610.00,242.40,521.00,6643.00,2659.00,375.50,2951.00,5090.00,1736.00,750.00,1086.00,601.10,258.80,541.50,2508.00,374.70,1445.00,229.50,3780.00,2926.00
2015-02-17,6898.100098,1181.00,922.50,901.00,3663.50,936.50,280.00,1113.00,2899.00,231.25,1608.50,318.00,1179.00,1555.00,2151.50,1675.00,5685.00,244.35,520.50,6655.00,2681.00,375.50,2970.00,5185.00,1757.00,744.00,1080.00,602.80,257.55,544.50,2510.00,376.40,1451.00,231.20,3800.00,2948.00
2015-02-18,6898.100098,1190.00,934.50,906.50,3603.50,940.00,281.10,1113.00,2947.00,225.45,1600.00,323.00,1143.00,1543.00,2154.00,1681.00,5635.00,242.70,522.00,6671.00,2708.00,378.20,2990.00,5100.00,1748.00,752.50,1111.00,605.50,260.35,551.00,2527.00,364.10,1482.00,233.90,3860.00,2998.00
2015-02-19,6888.899902,1192.00,962.00,906.00,3660.50,956.00,257.10,1127.00,2942.00,228.40,1604.50,323.70,1125.00,1535.00,2109.00,1709.00,5705.00,239.95,525.50,6799.00,2696.00,380.20,3001.00,5135.00,1785.00,748.00,1128.00,601.90,260.40,548.50,2524.00,365.70,1506.00,233.40,3890.00,3057.00
2015-02-20,6915.200195,1190.00,956.00,897.00,3656.00,957.50,252.10,1134.00,2875.00,232.40,1604.00,327.50,1132.00,1527.00,2127.00,1694.00,5685.00,240.60,530.00,6708.00,2699.00,383.00,3021.00,5065.00,1752.00,753.50,1130.00,605.20,261.50,546.50,2547.00,362.40,1518.00,233.10,3873.00,3036.00
2015-02-23,6912.200195,1199.00,950.00,903.50,3727.50,969.00,249.90,1149.00,2898.00,232.70,1622.00,331.10,1127.00,1535.00,2114.00,1710.00,5745.00,240.40,534.00,6838.00,2713.00,386.00,3074.00,5190.00,1798.00,732.50,1143.00,577.20,262.85,548.00,2461.00,366.00,1532.00,230.00,3861.00,3058.00
2015-02-24,6949.600098,1196.00,936.50,892.00,3737.00,974.00,251.70,1150.00,2896.00,226.50,1616.50,330.90,1126.00,1580.00,2129.50,1650.00,5775.00,238.40,536.00,6761.00,2726.00,373.60,3067.00,5150.00,1798.00,754.50,1151.00,581.60,264.00,549.00,2470.00,369.00,1534.00,229.90,3875.00,3009.00
2015-02-25,6935.399902,1180.00,939.00,930.00,3731.00,1005.00,251.00,1141.00,2910.00,223.70,1615.00,332.00,1131.00,1585.00,2122.50,1684.00,5705.00,240.90,537.50,6810.00,2768.00,365.70,3065.00,5230.00,1813.00,754.00,1176.00,577.40,262.90,544.00,2422.00,369.40,1519.00,228.00,3870.00,2994.00
2015-02-26,6949.700195,1198.00,943.50,937.00,3795.00,998.50,245.60,1154.00,2917.00,224.70,1628.00,326.00,1150.00,1562.00,2105.50,1758.00,5790.00,246.00,533.00,6794.00,2748.00,368.20,3078.00,5315.00,1732.00,768.00,1190.00,581.60,262.10,545.50,2470.00,372.50,1538.00,227.40,3870.00,3049.00
2015-02-27,6946.700195,1198.00,949.00,948.00,3782.00,996.50,244.30,1152.00,2922.00,224.40,1629.50,327.40,1162.00,1573.00,2118.00,1764.00,5860.00,245.40,532.00,6755.00,2745.00,365.20,3075.00,5275.00,1732.00,767.00,1190.00,577.30,256.90,539.00,2530.00,353.50,1535.00,225.30,3870.00,3125.00
2015-03-02,6940.600098,1203.00,934.50,953.00,3756.50,1005.00,246.50,1154.00,2976.00,224.70,1621.50,330.50,1159.00,1561.00,2090.00,1769.00,5795.00,246.70,531.00,6660.00,2756.00,363.30,3070.00,5160.00,1723.00,765.00,1181.00,582.90,262.75,536.00,2562.00,357.30,1538.00,227.80,3861.00,3085.00
2015-03-03,6889.100098,1180.00,937.00,937.50,3767.00,985.00,247.50,1154.00,2950.00,225.00,1622.00,328.401,1164.00,1566.00,2047.00,1753.00,5755.00,244.95,527.00,7271.00,2724.00,355.20,3045.00,5160.00,1701.00,755.00,1157.00,580.90,254.30,533.00,2513.00,356.20,1517.00,221.80,3806.00,3094.00
2015-03-04,6919.200195,1174.00,950.00,937.50,3813.00,996.00,245.40,1163.00,2984.00,227.35,1625.00,332.60,1160.00,1549.00,2043.50,1776.00,5850.00,243.25,533.50,7417.00,2737.00,355.40,3034.00,5250.00,1738.00,740.50,1144.00,586.10,262.40,532.00,2528.00,355.10,1532.00,234.50,3810.00,3088.00
2015-03-05,6961.100098,1194.00,985.00,946.00,3892.50,1003.00,245.50,1166.00,3038.00,226.25,1658.50,341.10,1181.00,1555.00,2040.00,1764.00,5825.00,245.95,535.00,7500.00,2762.00,363.90,3178.00,5200.00,1722.00,754.00,1129.00,570.60,266.00,569.50,2597.00,362.20,1535.00,241.00,3854.00,3133.00
2015-03-06,6911.799805,1187.00,987.00,945.00,3825.50,996.00,242.00,1169.00,3032.00,219.90,1671.50,341.70,1155.00,1517.00,2030.00,1748.00,5800.00,242.50,537.00,7392.00,2742.00,361.40,3151.00,5235.00,1680.00,748.00,1118.00,568.00,265.00,563.00,2586.00,348.00,1541.00,246.50,4017.00,3129.00
2015-03-09,6876.50,1160.00,995.50,943.50,3756.00,992.00,243.90,1158.00,3035.00,219.10,1663.50,341.40,1145.00,1518.00,2030.00,1741.00,5830.00,240.30,533.00,7360.00,2702.00,358.80,3090.00,5210.00,1702.00,752.50,1098.00,566.50,262.70,561.50,2570.00,343.10,1559.00,247.20,4011.00,3069.00
2015-03-10,6702.799805,1134.00,973.00,924.00,3652.50,985.50,235.50,1136.00,3012.00,215.55,1612.00,332.30,1115.00,1470.00,1936.50,1702.00,5705.00,235.30,533.50,7374.00,2660.00,352.00,3062.00,5245.00,1713.00,711.00,1093.00,559.90,254.30,549.00,2495.00,334.90,1504.00,244.00,4000.00,2976.00
2015-03-11,6721.50,1139.00,976.00,935.50,3627.00,984.50,238.90,1139.00,3030.00,217.20,1634.00,330.00,1089.00,1482.00,1936.00,1715.00,5715.00,235.45,536.00,7421.00,2647.00,357.80,3128.00,5310.00,1737.00,699.00,1116.00,561.80,255.00,547.00,2526.00,338.20,1520.00,247.10,4019.00,2998.00
2015-03-12,6761.100098,1142.00,970.00,947.50,3641.50,991.00,241.40,1157.00,3097.00,216.90,1660.00,321.00,1109.00,1491.00,1961.00,1738.00,5710.00,235.75,535.00,7597.50,2662.00,362.00,3195.00,5455.00,1732.00,700.50,1113.00,560.30,254.50,549.00,2540.00,338.40,1548.00,248.90,4077.00,2992.00
2015-03-13,6740.600098,1130.00,969.50,934.00,3644.00,996.00,237.90,1167.00,3131.00,218.95,1670.00,319.50,1120.00,1462.00,1921.50,1741.00,5840.00,232.85,532.50,7833.00,2643.00,368.70,3208.00,5525.00,1731.00,698.50,1107.00,561.30,250.00,543.00,2549.00,342.00,1564.00,250.80,4129.00,2984.00
2015-03-16,6804.100098,1115.00,970.50,942.00,3708.50,1002.00,239.30,1177.00,3194.00,222.60,1701.50,321.70,1121.00,1469.00,1935.50,1743.00,5900.00,241.35,538.00,7782.00,2766.00,374.20,3268.00,5530.00,1734.00,707.00,1097.00,562.00,251.85,548.50,2556.00,346.40,1558.00,255.30,4181.00,3048.00
2015-03-17,6837.600098,1128.00,966.50,930.00,3715.50,1011.00,251.20,1180.00,3160.00,221.55,1698.00,321.50,1146.00,1501.00,1975.00,1744.00,5860.00,237.15,537.00,7888.00,2756.00,368.80,3199.00,5505.00,1792.00,687.00,1097.00,570.20,250.00,546.50,2552.00,347.40,1555.00,253.90,4196.00,3036.00
2015-03-18,6945.200195,1137.00,984.00,978.00,3796.00,1025.00,255.00,1201.00,3195.00,225.75,1733.00,325.101,1173.00,1532.00,2022.50,1760.00,5910.00,241.80,545.50,7795.00,2829.00,368.70,3228.00,5600.00,1830.00,681.50,1134.00,579.30,252.35,555.50,2570.00,352.80,1586.00,257.30,4184.00,3062.00
2015-03-19,6962.299805,1130.00,982.50,966.50,3668.00,1027.00,256.60,1203.00,3200.00,225.90,1752.00,326.90,1176.00,1532.00,2042.00,1778.00,5990.00,242.80,547.00,7799.00,2839.00,375.10,3264.00,5635.00,1855.00,695.00,1133.00,577.10,252.80,566.00,2581.00,353.60,1578.00,257.40,4159.00,3061.00
2015-03-20,7022.50,1143.00,987.50,978.50,3657.00,1032.00,255.80,1203.00,3201.00,228.25,1747.50,328.80,1201.00,1554.00,2064.00,1689.00,5960.00,244.85,545.50,7780.00,2765.00,375.60,3285.00,5685.00,1870.00,714.50,1132.00,584.70,255.30,570.00,2570.00,355.20,1580.00,256.80,4155.00,3038.00
2015-03-23,7037.700195,1148.00,987.00,974.50,3703.50,1028.00,258.80,1193.00,3151.00,227.65,1741.50,330.40,1194.00,1568.00,2094.00,1675.00,5998.00,246.60,540.00,7700.00,2800.00,367.30,3317.00,5565.00,1868.00,727.00,1119.00,578.70,257.15,564.50,2579.00,358.00,1573.00,257.70,4146.00,3011.00
2015-03-24,7019.700195,1156.00,988.50,990.00,3664.00,1030.00,256.60,1201.00,3110.00,226.95,1743.50,331.00,1221.00,1556.00,2078.50,1716.00,5941.00,243.65,542.50,7736.00,2817.00,372.10,3340.00,5525.00,1884.00,724.00,1131.00,578.30,258.45,571.50,2536.00,361.70,1580.00,259.30,4125.00,2925.00
2015-03-25,6991.00,1141.00,981.00,979.00,3639.50,1012.00,260.20,1186.00,3045.00,224.25,1742.00,330.00,1220.00,1563.00,2096.50,1698.00,5893.00,239.35,541.50,7740.00,2795.00,370.00,3343.00,5400.00,1890.00,728.50,1122.00,583.50,251.90,564.00,2512.00,358.00,1566.00,256.60,4139.00,2911.00
2015-03-26,6895.299805,1131.00,962.00,945.00,3570.00,1006.00,258.40,1160.00,3024.00,224.00,1685.00,320.30,1211.00,1548.00,2069.00,1698.00,5862.00,238.00,532.50,7751.00,2721.00,361.60,3207.00,5310.00,1837.00,724.50,1098.00,581.70,250.00,553.50,2477.00,352.80,1547.00,254.20,4068.00,2849.00
2015-03-27,6855.00,1125.00,947.50,932.00,3552.00,1003.00,259.30,1174.00,3241.00,224.70,1683.00,320.20,1196.00,1548.00,2034.50,1667.00,5860.00,238.25,530.00,7640.00,2699.00,360.10,3204.00,5425.00,1858.00,715.00,1070.00,578.50,244.25,550.50,2456.00,352.80,1540.00,251.40,4066.00,2845.00
2015-03-30,6891.399902,1121.00,961.50,934.00,3594.50,1005.00,257.00,1186.00,3274.00,224.35,1697.00,323.30,1220.00,1532.00,2052.00,1647.00,5902.00,240.95,526.50,7924.00,2702.00,364.40,3225.00,5430.00,1867.00,739.50,1101.00,583.30,247.80,549.50,2480.00,352.80,1558.00,255.20,4032.00,2855.00
2015-03-31,6773.00,1117.00,953.00,934.50,3488.50,993.00,253.00,1172.00,3296.00,220.45,1672.00,319.00,1215.00,1498.00,2008.00,1663.00,5800.00,241.85,523.50,7946.00,2693.00,358.60,3200.00,5365.00,1882.00,732.50,1084.00,574.00,242.60,540.00,2498.00,348.00,1531.00,252.90,4023.00,2818.00
2015-04-01,6809.50,1121.00,950.00,943.50,3538.50,987.00,254.80,1172.00,3258.00,220.05,1675.00,317.50,1222.00,1503.00,2031.00,1647.00,5805.00,243.25,524.00,7886.00,2724.00,358.80,3208.00,5260.00,1872.00,733.50,1087.00,578.60,249.30,549.00,2513.00,349.50,1513.00,251.90,4090.00,2816.00
2015-04-02,6833.50,1130.00,943.50,956.00,3577.00,997.00,253.20,1183.00,3310.00,222.20,1679.50,319.601,1279.00,1508.00,2024.50,1650.00,5832.00,244.30,524.50,7967.00,2767.00,360.70,3223.00,5160.00,1844.00,718.00,1082.00,582.30,254.75,553.00,2529.00,349.70,1539.00,251.00,4176.00,2866.00
