Date,^FTSE,EXPN.L,RR.L,STJ.L,BATS.L,SKY.L,CNA.L,CPG.L,CCL.L,VOD.L,PRU.L,DLG.L,CCH.L,SSE.L,RDSA.L,PSN.L,RB.L,TSCO.L,BA.L,PPB.L,PFG.L,GKN.L,SDR.L,SHP.L,EZJ.L,ANTO.L,AHT.L,HSBA.L,BARC.L,AV.L,ITRK.L,INTU.L,WPP.L,ITV.L,DCC.L,ABF.L
2014-02-25,-0.005155901266444084,0.0009000900090009,-0.011111111111111112,0.050975456261799876,-0.0018853102906520032,0.002656748140276302,0.002819548872180558,0.0026648936226889705,0.005627009646302251,-0.021204914783987405,-0.002186588921282799,-0.005339156481873203,0.005277044854881266,-0.0020876826722338203,-0.01124859392575928,-0.005438477226376614,0.004976137344648517,0.005398920215956843,-0.01580838323353299,-0.0010068803490518544,0.00912506709608159,-0.010122921185827884,-0.007086907870197687,0.0,-0.000564334085778781,-0.01982851018220793,0.0,-0.01368570080226529,-0.004247104247104335,-0.001683147485798467,0.0006598482349059716,0.0036609206811735887,-0.004447739065974796,0.011285574092247216,0.001579778830963665,0.011986301369863013
2014-02-26,-0.004582359270917159,-0.00539568345323741,-0.01787538304392237,0.03473053892215569,-0.0007870297497245396,0.0010598834128245894,-0.0012496094970322839,-0.0005324123273113458,-0.0007993605115907274,-0.006883984612269645,-0.008765522279035792,0.007662835249042145,0.0,-0.00697350069735007,-0.0038680318543799774,-0.019138755980861243,-0.008910265241456532,-0.02744630071599042,-0.002433682161109759,-0.0013438602385351924,-0.025,0.003895787679571519,-0.0003756574004507889,0.0005865102639296188,-0.05138339920948617,-0.0032804811372334607,-0.0069124423963133645,0.00015948963317387996,-0.01841799146956174,-0.003161222339304531,-0.018463567424991757,-0.007596863360388424,-0.008935219657483246,-0.022319262493934955,-0.0031545741324921135,0.003045685279187817
2014-02-27,0.0016324875987857718,-0.007233273056057866,0.03224128965158606,-0.0028935185185185184,0.014335223692501575,-0.005293806246691371,-0.005004691898654883,-0.0026571001138757443,0.0032,0.006523955147808336,-0.0029476787030213707,-0.019011406844106463,-0.016404199475065617,0.0007022471910112359,-0.0031978072179077205,0.018815331010452963,-0.009192747194341534,0.016104294478527608,0.002927543303244805,-0.007569386038687973,0.0005455537370430987,-0.009944215377152614,0.004509582863585118,0.0008792497069167644,0.024404761904761905,0.010970927043335162,0.009860788863109048,0.014032849625259056,0.0029626703535453286,-0.00824524312896401,-0.010749076251259657,0.0006114555005659849,-0.03456048084147258,-0.011414392059553406,0.0018987341772151898,0.005398110661268556
2014-02-28,-8.804458205482807e-05,-0.015482695810564663,0.00654911838790932,0.01567034242600116,0.00947352073303308,0.0005321979776476849,0.0028292989625903087,0.006927505330490456,-0.017942583732057416,0.008709742758760405,0.0014781966001478197,0.025193798449612403,-0.009339559706470981,-0.015438596491228071,-0.0018331805682859762,-0.01094391244870041,-0.009073784849378982,-0.006188679245283053,-0.00048649963512538424,0.026610169491525424,0.023446019629225736,-0.006124448799608035,0.014964459408903853,-0.027818448023426062,0.0,-0.02278893109061313,0.006318207926479035,-0.00974996068564229,-0.007089405277668418,0.009592837348113408,-0.0013582342954159593,-0.0064247997947305836,0.0178988326848249,0.013554216867469967,-0.0009475679090334807,0.006040268456375839
2014-03-03,-0.014875881477774843,-0.0027752081406105457,0.001001001001001001,-0.015428571428571429,-0.012153846153846154,-0.009042553191489361,-0.017868338557993694,-0.006879845166427083,-0.03288672350791717,-0.021887550200803168,-0.01107011070110701,-0.012094517958412144,-0.028956228956228958,-0.004989308624376337,-0.009641873278236915,-0.01037344398340249,-0.007936788848520157,-0.019896719319562613,-0.0034071550255536077,0.0003301964668978042,-0.019712306872669155,-0.03130391915208279,-0.04570586067084408,-0.0069277108433734936,-0.02672864613596746,-0.019988895058300944,-0.03424657534246575,-0.011275210417659238,-0.016858389527965093,-0.028927364864864958,0.00986059163549813,-0.0049270624853461975,-0.04128440366972477,-0.02872709262010902,-0.011065444198545684,-0.009339559706470981
2014-03-04,0.01720229930919815,0.022263450834879406,0.038,0.015089959373186303,0.023672325182993302,0.012345679012345678,0.018831790616022907,0.017593816631130108,0.02225020990764064,0.022377335249435387,0.026119402985074626,0.011094484904382307,0.05339805825242718,0.020773638968481375,0.01761706073249884,0.026554856743535988,0.017436089010520822,0.016271501627150162,0.02661782661782656,0.0026406997854431426,0.013043478260869565,0.024936386768447866,0.0220162224797219,0.043069457082195936,0.03343283582089552,0.0226628895184136,0.13002364066193853,0.014616125923546453,0.02057696187210004,0.005653402913676936,0.02457912457912458,0.004333380002253786,0.027910685805422646,0.03110657827638957,0.022698209718670075,0.01919191919191919
2014-03-05,-0.007092808168923054,-0.028130671506352088,-0.012524084778420038,-0.01429388221841052,0.011714589989350373,-0.0021208907741251328,0.009711779448621626,-0.0115264174130412,-0.017659137577002052,-0.01104417670682731,-0.008727272727272728,0.004542013626040836,-0.005924950625411455,-0.0007017543859649122,-0.007517084282460136,-0.02450646698434309,-0.01290246724877322,-0.001219884111009385,-0.006660323501427104,-0.013333333333333334,0.003218884120171674,-0.004220456802383288,-0.021164021164021163,-0.020936318697295727,0.00462160600808781,0.009972299168975069,-0.019351464435146442,-0.01440557226531585,-0.002767345325163031,0.007783783783783833,0.004272099901413079,-0.007089136111413462,-0.015515903801396431,-0.011374876360039482,0.0015629884338855893,-0.015526924347538818
2014-03-06,0.0019334796749241221,-0.0018674136321195146,0.013658536585365854,0.013921113689095127,0.0030075187969924814,-0.009564293304994687,-0.00031026993484338424,0.0,-0.007107023411371237,0.004263959390862991,0.008070432868672046,0.009423511680482416,0.0013245033112582781,-0.0028089887640449437,-0.004131282992885013,-0.011165387299371946,-0.005107243760134996,-0.01007633587786263,-0.009818007662835302,0.003003003003003003,-0.0058823529411764705,-0.008227374719521344,0.05289575289575289,-0.02286902286902287,-0.016101207590569294,0.0038398244651673065,0.005866666666666667,0.004979119820109255,0.004162537165510452,0.08131302295644706,0.007853403141361256,-0.0006198057028972772,-0.009456264775413711,-0.006503251625812963,0.00031210986267166043,0.003355704697986577
2014-03-07,-0.011165913677542851,-0.021515434985968196,-0.012512030798845043,-0.005720823798627002,-0.013493253373313344,-0.009656652360515022,0.007448789571694705,0.0021144651674985023,0.008842105263157894,-0.034977759805903785,-0.006550218340611353,-0.010082082560348867,-0.021164021164021163,0.0035211267605633804,0.0006914035492048859,-0.016937191249117856,-0.009237710358502238,-0.004472547809993796,-0.020072551390568346,0.006320691949434464,0.009682625067240451,-0.02011060834590246,-0.013568023469013568,-0.01033434650455927,-0.017533606078316773,-0.041530054644808745,-0.0042417815482502655,-0.009749081029247278,-0.0195420450059219,0.008928571428571428,-0.007792207792207792,-0.018633114724889113,0.0,0.009566968781470321,-0.0109204368174727,-0.0070234113712374585
2014-03-10,-0.0034561643341797345,-0.0028680688336520078,0.016569200779727095,-0.0023014959723820483,0.015349544072948328,-0.005417118093174431,0.008626001232285749,-0.007400348600099796,-0.002086811352253756,-0.03582652419861727,-0.005128205128205128,0.010558069381598837,-0.006081081081081081,-0.0007017543859649122,0.010133578995854445,-0.04594400574300072,0.0029001852896157875,-0.0077459333849728895,-0.006169792694965449,0.01487603305785124,-0.005860415556739478,-0.015649050795279687,-0.015613382899628252,0.0006142506142506142,-0.02379535990481856,-0.021094640820980615,-0.003194888178913738,-0.006294383473208484,-0.025568753774914414,0.0019665683382497543,-0.0032722513089005235,-0.003166810982933574,-0.028639618138424822,-0.0184538653366583,0.004416403785488959,0.0023576961940047153
2014-03-11,-0.0005979520143508483,0.003835091083413231,0.00862895493767977,-0.0034602076124567475,-0.001796138302649304,0.0032679738562091504,-0.001221747098350572,-0.002131062473161932,0.0,-0.016731855714906537,0.0022091310751104565,-0.002985074626865714,0.013596193065941536,0.002106741573033708,0.002279981760145919,-0.006772009029345372,0.023347890974121748,-0.017486338797814277,0.010429600198659024,-0.013843648208469055,0.01607717041800643,0.0023455824863175246,-0.017749244712990938,0.00798035604665439,0.008531383302864107,-0.021549213744903904,0.005876068376068376,0.0014617508526879603,-0.024173553719008242,0.02747791952894995,-0.002954694681549573,0.0022241603356907605,0.005733005733005733,0.00508130081300813,-0.000628140703517588,-0.00739247311827957
2014-03-12,-0.009662717522997515,-0.007640878701050621,-0.017110266159695818,-0.027199074074074073,-0.034937771779877044,0.0010857763300760044,0.0027522935779815817,-0.017617744386272727,-0.001672940192388122,0.014585635359116072,0.02718589272593681,-0.04603293413173647,-0.01341381623071764,-0.001401541695865452,-0.009781619654231119,-0.0030303030303030303,-0.015343715335659213,-0.0007945336087716511,-0.014745637748832637,-0.01568951279933939,0.004219409282700422,-0.012480499219968827,0.0,-0.022228989037758832,-0.004833836858006042,0.01607142857142857,0.004248539564524694,-0.0282192669477781,-0.010163031971204767,-0.0009551098376313276,-0.025683240039512677,-0.0012686275058014353,0.0024429967426710096,0.0025278058645096056,0.004714016341923318,-0.01117129316181449
2014-03-13,-0.010134588650061192,-0.006737247353224254,-0.02321083172147002,-0.005353955978584176,-0.005593536357986327,-0.008134490238611713,0.02104300091491319,-0.006521739130434782,-0.016757436112274822,-0.022435199302984123,-0.017167381974248927,-0.005884660651235779,-0.0013596193065941536,-0.005614035087719298,-0.011945784516425454,-0.006838905775075988,-0.0020516951659292197,-0.04977735368956736,-0.022200049887752503,-0.00587248322147651,0.004201680672268907,-0.021853607161664065,-0.0038446751249519417,-0.023045780130800372,-0.007893139040680024,-0.0210896309314587,-0.044420941300899,-0.003337783711615487,0.00812834224598933,-0.01338432122370937,-0.01013856032443393,0.008881174918554075,-0.017871649065800164,-0.012102874432677789,0.0,-0.02019856213625471
2014-03-14,-0.0039518910816043066,0.012596899224806201,0.02277227722772277,-0.013157894736842105,0.0075,0.014215418261344996,-0.012843488649940296,-0.002188183807439825,0.006817213463996591,-0.010026737967914439,-0.020378457059679767,-0.020911602209944778,-0.02450646698434309,0.004234297812279464,-0.0034875610323180655,0.0045906656465187455,-0.004109724385696095,0.016569037656903728,-0.009948979591836677,-0.002531645569620253,0.0031380753138075313,0.005114401076715955,-0.002701659590891548,-0.014663691424928276,-0.011627906976744186,-0.00718132854578097,-0.00387382401770891,0.001507032819825816,-0.019096117122851686,-0.01744186046511628,0.0010242403550699897,-0.009746419664875786,-0.0016542597187758478,-0.007146503318019426,0.004379105411323116,-0.009084556254367574
2014-03-17,0.006204139249682998,0.009569377990430622,0.013552758954501452,0.004242424242424243,-0.00728908188585608,0.009164420485175202,0.006051437216338881,0.003289473684210526,0.00761743546339399,0.01733063245554803,0.007429420505200594,0.0016082160088028703,0.03628750872295883,0.0028109627547434997,0.003966402239850677,0.03655750190403656,-0.006188970460964253,-0.01317089232795522,0.0216439062097397,0.01353637901861252,0.008342022940563087,0.022495982860203628,0.005804953560371517,0.014234875444839857,0.013003095975232198,0.0216998191681736,0.025,-0.001839157331549946,-0.00043261951113992783,0.016765285996055226,0.004092769440654843,0.006031502516628793,0.013256006628003313,0.01696658097686381,0.008408595453129867,0.0014104372355430183
2014-03-18,0.0056177917834698155,0.015165876777251185,0.012416427889207259,0.0018105009052504525,0.016403686923918137,0.002670940170940171,0.004812030075188038,0.004371584699453552,0.021839563208735827,0.002654867256637143,0.009218289085545723,0.005633802816901431,0.020875420875420877,0.009110021023125438,0.010690216128282594,0.00440852314474651,-0.0008304765788614535,0.0018351685018352065,0.02849936948297607,0.005342237061769616,0.008273009307135471,0.011000523834468277,0.019622931896883418,-0.0035087719298245615,-0.006723716381418093,-0.022418879056047197,0.01951219512195122,0.001507537688442173,0.02164033758926639,0.002909796314258002,0.006453804347826087,0.009469993698276148,0.004905968928863451,0.02628918099089984,0.005250154416306362,-0.01232394366197183
2014-03-19,-0.004874828993473638,-0.0056022408963585435,0.012264150943396227,0.0427710843373494,-0.006148170919151552,0.0010655301012253596,-0.007782101167315243,-0.0048977149075081355,-0.005343197698314837,0.00485436893203881,-0.021191085129704055,0.006402561024409741,0.0013192612137203166,-0.001388888888888889,-0.00390894458496206,0.0073152889539136795,0.017037857417685903,-0.018817651956702673,0.013977439921530133,-0.019926934573231483,0.02205128205128205,0.0020725388601036563,0.015849056603773583,0.008322663252240717,0.005538461538461538,-0.05250452625226312,0.009569377990430622,-0.010202374979093532,0.02308832874391014,-0.05145067698259192,-0.006749915626054675,0.010315820695792078,0.007323026851098454,-0.003940886699507445,-0.013210445468509985,-0.0017825311942959
2014-03-20,-0.004670580934761809,-0.007511737089201878,0.003727865796831314,0.016175621028307337,-0.005722239406124343,0.0026609898882384245,-0.0012066365007540791,-0.007653370862078606,0.012396694214876033,-0.003952569169960374,0.0070921985815602835,-0.012723658051689816,-0.019762845849802372,0.03337969401947149,-0.00530932594644506,-0.01815541031227306,-0.010009656423611905,-0.007128309572301502,0.008706166868198362,0.016604540833615723,-0.010035122930255895,-0.006721820062047628,-0.006686478454680535,-0.012380952380952381,-0.01591187270501836,0.011464968152866241,-0.008952080042127435,0.004055424129773726,-0.011801242236024821,0.006729200652528571,-0.0013591573224600749,-0.046102535042023295,-0.01615508885298869,-0.023244312561819927,-0.00684931506849315,-0.010714285714285714
2014-03-21,0.002262211607620594,0.005676442762535478,0.002785515320334262,-0.0244457077885162,0.007621714107948359,0.005307855626326964,0.020537601932950632,0.0,0.005714285714285714,0.0017636684303349967,-0.00815418828762046,-0.018928715263793864,-0.008064516129032258,0.016150740242261104,0.008586679043861685,-0.014053254437869823,-0.003715831765716692,-0.005470085470085548,-0.014624790218173154,-0.023333333333333334,-0.01469842878864673,-0.0005205622071837289,-0.016828721017202692,-0.015107682417229186,0.008706467661691543,0.015743073047858942,-0.018065887353878853,0.019353752945136315,-0.011523151058034779,-0.02714198906218347,0.02075535896563457,-0.003567990437642325,0.0,-0.007594936708860759,0.014106583072100314,-0.004332129963898917
2014-03-24,-0.005612196044900568,-0.015051740357478834,0.000925925925925926,-0.015151515151515152,-0.007872800246989812,-0.005807814149947202,-0.01894051494525001,-0.007162534435261708,-0.003246753246753247,-0.022227112676056263,-0.015321375186846039,-0.004515599343185527,0.0006775067750677507,-0.023178807947019868,-0.006902899217671422,-0.011252813203300824,-0.0006209087306549402,0.008422138191818652,-0.01824817518248175,-0.01877133105802048,-0.004629629629629629,-0.012239583333333304,-0.02092050209205021,-0.021866840731070498,0.006165228113440197,-0.011779293242405457,0.003787878787878788,0.0008254911672445104,-0.007842306061890607,-0.008119925046845793,-0.006,-0.002603867371566568,-0.016420361247947456,-0.015306122448979591,-0.0030911901081916537,0.003988397389412618
2014-03-25,0.012959327843386008,0.0066857688634192934,0.016651248843663275,0.007692307692307693,0.011513925626264198,-0.01486988847583643,0.0030165912518853697,0.018312985571587125,-0.046009771986970684,0.002925950934053593,0.01062618595825427,0.006185567010309278,0.005416384563303994,0.015593220338983051,0.008804448563484708,0.011380880121396054,0.010362683313683722,0.0011931140276119512,0.01982651796778191,0.0052173913043478265,0.0010335917312661498,0.00975481149485892,0.01320901320901321,0.002669336002669336,0.03676470588235294,0.026976160602258468,0.028032345013477088,0.009072913229957109,0.012390514847254763,0.0098656591099917,0.00670690811535882,0.006852546028728192,0.004173622704507512,0.010362694300518135,0.010852713178294573,0.010834236186348862
2014-03-26,6.054641341020887e-05,0.018975332068311195,-0.020018198362147407,0.0,-0.004768497154283956,-0.012398921832884097,-0.028270676691729255,0.012534059945504087,-0.002134016218523261,0.0015709156193895615,-0.013143071723619977,-0.0020491803278688526,0.006734006734006734,0.01335113484646195,0.0029857602204869087,0.015003750937734433,-0.0036916322303209444,0.002213142662580981,-0.0009720534629404065,0.0019031141868512112,0.0036138358286009293,0.016449086161879924,-0.009969325153374233,0.016638935108153077,0.018321513002364065,0.018937080024434942,0.0068169900367068695,-0.0008173941474579041,-0.01540409369065194,0.018083558511743897,0.009660226515656229,-0.004860341189514099,-0.0008312551953449709,0.005128205128205128,0.008895705521472393,0.012861736334405145
